Rank,Name,Symbol,country,sector,previousClose,marketCap,trailingPE,forwardPE,priceToBook,profitMargins,enterpriseToRevenue,enterpriseToEbitda,totalRevenue,revenuePerShare,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,bookValue,beta,fiveYearAvgDividendYield,payoutRatio,trailingAnnualDividendYield,trailingAnnualDividendRate,Index,Continent,maxAge,totalEsg,environmentScore,socialScore,governanceScore,ratingYear,ratingMonth,highestControversy,peerCount,esgPerformance,peerGroup
378,CITIC Securities,600030.SS,China,Financial Services,28.46,54469954835,21.641222,17.286585,1.6113448,0.34025002,N/A,N/A,63788998656,4.144,0.156,1,0,0.38562,N/A,0.07667,230.25,N/A,N/A,N/A,N/A,17.594,N/A,2.09,0.36259997,0,0,Asian Index,Asia,,,,,,,,,,,
379,Glencore,GLCNF,Switzerland,Basic Materials,4.05,54240903168,N/A,N/A,1.2137518,-0.00708,0.35,7.902,230943997952,19.005,0.031,0.028789999,0.044239998,0.01754,0.01819,-0.072909996,109.215,1.197,0.353,2564999936,38946000896,3.345,1.224,3.79,1.2941,0.024691356,0.1,Other,Other,86400,38.91,15.09,11.83,12,2025,2,5,121,LEAD_PERF,Diversified Metals
380,Sempra Energy,SRE,United States,Utilities,86.01,54054264832,19.185022,16.945526,1.9141173,0.22697,7.46,19.545,12917999616,20.413,-0.167,0.38574,0.38172,0.1531,0.017719999,0.09734,96.747,0.518,0.292,574000000,34713001984,45.504,0.79,3.14,0.5407,0.02848506,2.45,S&P 500,North America,86400,23.22,11.32,7.88,4.02,2025,2,2,234,AVG_PERF,Utilities
381,Paychex,PAYX,United States,Technology,150.26,54023852032,31.265263,28.073723,13.621021,0.32018003,9.888,22.239,5369800192,14.914,0.047,0.71803004,0.44462,0.40861,0.12255,0.46155,21.978,1.394,0.585,1240099968,862800000,10.903,0.996,2.71,0.8063,0.025489153,3.83,S&P 500,North America,86400,16.67,3.21,7.24,6.21,2025,2,1,603,LAG_PERF,Software & Services
382,Newmont,NEM,United States,Basic Materials,48.09,53973917696,15.849651,11.83551,1.7160704,0.17920999,3.044,6.517,18681999360,16.302,0.428,0.50268,0.46713,0.40853,0.06605,0.11171,29.798,1.627,0.623,3640000000,8972000256,26.415,0.534,3.18,0.3497,0.020794343,1,S&P 500,North America,86400,21.39,8.29,9.09,4.01,2025,2,3,88,AVG_PERF,Precious Metals
383,Block,SQ,United States,,,53899026432,,,,,,,,,,,,,,,,,,,,,,,,,,,,86400,20.72,1.05,10.99,8.68,2025,1,2,605,AVG_PERF,Software & Services
384,Phillips 66,PSX,United States,Energy,131.55,53672050688,25.859438,13.570074,1.9188819,0.014789999,0.512,17.601,143153004544,340.699,-0.12,0.09215,0.029070001,-0.0017499999,0.01518,0.07236,75.245,1.187,0.846,1738000000,21417000960,67.112,1.353,4.28,0.9018,0.034207527,4.5,S&P 500,North America,86400,32.99,20.56,8.04,4.38,2025,2,3,85,LEAD_PERF,Refiners & Pipelines
385,ING,ING,Netherlands,Financial Services,17.22,53631221760,8.31068,7.817352,1.0535386,0.29838,5.61,N/A,21422000128,6.636,4.713,0,0,0.34658,0.0066500003,0.12437,N/A,N/A,N/A,145713004544,211888996352,16.25,1.548,5.57,0.561,0.061556328,1.06,Eurostoxx,Europe,,,,,,,,,,,
386,Ita� Unibanco,ITUB,Brazil,Financial Services,5.76,53581365248,7.8493147,6.5113635,0.26568368,0.30268,4.53,N/A,135738998784,13.866,0.089,0,0,0.18451001,0.01561,0.20045,N/A,N/A,N/A,438716989440,987359019008,21.567,N/A,3.13,0.6879,0,0,Other,Other,,,,,,,,,,,
387,Porsche,P911.DE,Germany,Consumer Cyclical,57.72,53542361026,13.546911,11.384616,2.4136665,0.102180004,1.453,6.789,38961999872,42.768,-0.061,0.26852,0.21395001,0.097399995,0.077410005,0.1846,46.777,1.408,0.604,6451999744,10456000512,24.527,1.082,N/A,0.5286,0.04002079,2.31,Eurostoxx,Europe,86400,18.26,8.55,3.91,5.8,2025,2,2,48,LAG_PERF,Automobiles
388,Hong Kong Exchanges & Clearing,0388.HK,Hong Kong,Financial Services,350.8,53261968508,36.88367,32.4812,8.628999,0.57218,8.495,12.364,20739999744,16.399,0.06,0.95515996,0.68707,0.68203,0.02078,0.23858,3.54,0.963,0.746,269247004672,1810000000,40.051,0.806,2.44,0.8835,0.036402512,12.77,Asian Index,Asia,86400,17.77,2.48,7.88,7.4,2025,2,1,357,LAG_PERF,Diversified Financials
389,Cummins,CMI,United States,Industrials,382.57,53077286912,12.937941,16.293074,4.908432,0.11571,1.669,11.752,34101999616,246.758,-0.011,0.25075,0.14199,0.11708,0.07453,0.38356,67.978,1.313,0.673,2264000000,7687000064,74.753,0.997,2.54,0.2467,0.018297305,7,S&P 500,North America,86400,22.82,9.9,8.15,4.76,2025,2,3,268,AVG_PERF,Machinery
390,Ameriprise Financial,AMP,United States,Financial Services,541.01,52856127488,16.050833,13.732331,9.757928,0.18972,2.595,N/A,17926000640,177.485,0.115,0.57799,0,0.36953998,0.02264,0.68314004,70.39,2.603,1.782,8149000192,3680000000,54.364,1.351,1.73,0.1752,0.010702205,5.79,S&P 500,North America,86400,18.71,1.75,7.58,9.39,2025,2,2,357,LAG_PERF,Diversified Financials
391,HCL Technologies,HCLTECH.NS,India,Technology,1700.7,52850264071,26.125061,23.40618,546.19604,0.14711,334.509,1645.896,13772000256,5.081,0.035,0.35013,0.20323999,0.19530001,0.13257,0.24922001,8.553,2.55,2.337,3192999936,698000000,3.01,0.643,2.89,0.8585,0.00037278768,0.634,Asian Index,Asia,86400,12.92,0.82,6.1,6,2023,9,2,8,UNDER_PERF,Software & Services
392,SABIC,2010.SR,Saudi Arabia,Basic Materials,65.6,52677928791,79.268295,17.615175,1.1783688,0.012130001,1.602,12.888,140316704768,46.339,0.025,0.18113,0.12432,0.060510002,0.0110599995,0.025409998,18.069,2.276,1.448,34474102784,34888384512,55.161,0.476,4.17,4.0244,0.05030488,3.3,Other,Other,,,,,,,,,,,
393,Grayscale Bitcoin Trust,GBTC,United States,N/A,78.01,52675510272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Other,Other,,,,,,,,,,,
394,BMW,BMW.DE,Germany,Consumer Cyclical,82.58,52625113293,6.414484,6.0508723,0.5887511,0.05493,0.991,7.532,148932001792,243.453,-0.157,0.15818,0.13152,0.0494,0.03351,0.09388,114.43,1.105,0.662,14259999744,106833002496,141.418,1.027,5.73,0.46220002,0.07265682,6,Eurostoxx,Europe,86400,23.77,7.87,9.23,6.68,2025,2,2,48,AVG_PERF,Automobiles
395,Infineon,IFX.DE,Germany,Technology,38.515,52481193777,35.841118,19.870466,2.926587,0.065409996,3.639,12.161,14677000192,11.292,-0.075,0.41085,0.29924,0.09287,0.05548,0.08035,29.279,1.981,0.845,1956999936,5338999808,13.104,1.662,0.97,0.32709998,0.009087369,0.35,Eurostoxx,Europe,86400,18.42,10.61,5.67,2.14,2025,2,1,120,LAG_PERF,Semiconductors
396,Robinhood,HOOD,United States,Financial Services,56.06,52445855744,33.076923,70.68493,5.725064,0.47814,13.93,N/A,2951000064,3.349,1.153,0.90647006,0,0.48915002,0.06441,0.19239001,96.902,1.225,1.177,12307000320,7725000192,9.013,2.138,N/A,0,0,0,S&P 500,North America,86400,27.09,2.66,12.89,11.54,2025,2,2,357,AVG_PERF,Diversified Financials
397,Mitsui Bussan,8031.T,Japan,Industrials,2720.5,52344423994,8.156677,9.244513,1.0427504,0.06914,0.848,16.556,14309761482752,4828.519,0.008,0.089499995,0.051209997,0.02517,0.01677,0.13294,64.118,1.489,0.842,948853997568,4984688082944,2605.13,0.68,3.39,0.2778,0.034001105,92.5,Asian Index,Asia,86400,31.79,14.83,11.25,5.72,2025,2,2,63,LEAD_PERF,Industrial Conglomerates
398,Public Storage,PSA,United States,Real Estate,304.06,52104679424,31.55498,28.61618,10.126502,0.40367,14.172,19.86,4698625024,26.783,0.034,0.73433,0.71362,0.47022998,0.06983,0.19163999,97.567,0.967,0.967,599004032,9473777664,30.039,0.736,3.31,1.2448001,0.039465897,12,S&P 500,North America,86400,13.08,5.21,2.42,5.45,2025,2,1,512,LAG_PERF,Real Estate
399,Larsen &amp,LT.NS,India,Industrials,3315.1,52012576390,32.219364,31.198046,5.0206127,0.055219997,2.153,18.93,2523704328192,1835.433,0.173,0.36020002,0.11372,0.09409001,N/A,N/A,119.062,N/A,N/A,554390978560,1261834862592,648.865,0.763,1.17,0.2768,0.008446201,28,Asian Index,Asia,86400,34.08,4.42,13.86,15.8,2023,9,2,3,OUT_PERF,Construction & Engineering
400,Volkswagen,VOW3.DE,Germany,Consumer Cyclical,98.9,51873499429,4.146541,3.7672,0.3108716,0.03974,0.833,10.424,324461002752,647.245,-0.005,0.17282,0.07992,0.03621,0.02395,0.07342,133.342,1.15,0.776,49320001536,255537004544,325.858,1.211,2.31,0.3709,0.09160769,9.06,Eurostoxx,Europe,86400,26.77,9.14,7.73,9.9,2025,2,3,48,AVG_PERF,Automobiles
401,Flutter Entertainment,FLUT,Ireland,Consumer Cyclical,272.61,51783000064,N/A,32.35577,4.672557,-0.07001,4.007,28.755,13569000448,76.661,0.27,0.47202998,0.13936,0.029860001,0.01736,-0.07193,63.164,0.885,0.797,3510000128,7585999872,57.613,1.267,N/A,0,0,0,Eurostoxx,Europe,86400,22.4,3.01,14.31,5.09,2025,2,2,213,AVG_PERF,Consumer Services
402,Manulife Financial,MFC,Canada,Financial Services,30.36,51387179008,15.351758,10.355932,1.0769176,0.18775,1.691,N/A,29991999488,16.859,-0.032,0.52081,0,0.96762,0.00601,0.115609996,48.093,5.159,1.699,30982000640,25469999104,28.368,1.059,4.99,0.56340003,0.052700922,1.6,Other,Other,86400,14.85,1.14,7.47,6.24,2025,2,2,180,LAG_PERF,Insurance
403,Generali,G.MI,Italy,Financial Services,31.33,51367115946,11.946565,11.218637,1.6555591,0.05945,1.327,12.091,59817000960,38.746,0.095,0.16790001,0.10973,0.12887,0.0075700004,0.12826,112.87,2.686,2.108,7736000000,36010000384,18.906,0.986,6.05,0.5664,0.040855408,1.28,Eurostoxx,Europe,86400,15.71,0.47,8.08,7.16,2025,2,1,180,LAG_PERF,Insurance
404,Charter Communications,CHTR,United States,Communication Services,361,51325554688,10.500858,10.266071,3.345081,0.09228,2.761,6.946,55084998656,385.045,0.016,0.39789,0.39748,0.24609,0.055609997,0.34004003,493.104,0.314,0.264,459000000,97176002560,109.809,1.111,N/A,0,0,0,S&P 500,North America,86400,23.69,5.36,11.47,6.86,2025,2,2,100,AVG_PERF,Telecommunication Services
405,Compagnie de Saint-Gobain,SGO.PA,France,Industrials,94.44,51230961318,16.407732,13.45245,1.9464598,0.061979998,1.229,8.733,46454001664,92.327,-0.06,0.27257,0.14072,0.11472999,0.05445,0.124139994,72.108,1.411,0.944,8169999872,17613000704,47.964,1.361,3.1,0.3691,0.02223634,2.1,Eurostoxx,Europe,86400,18.87,7.91,6.71,4.24,2025,2,3,68,LAG_PERF,Building Products
406,East Money Information,300059.SZ,China,Financial Services,24.35,51175910655,47.29412,38.90323,4.9487076,0.81968004,29.509,N/A,9791984640,0.623,-0.136,0.93625,0,0.5486,0.02885,0.108909994,142.333,1.245,1.14,204937838592,109514047488,4.874,1.366,0.27,0.0783,0.0016427104,0.04,Asian Index,Asia,,,,,,,,,,,
407,Discover Financial Services,DFS,United States,Financial Services,194.34,51078963200,10.79289,15.070923,2.849374,0.34887,4.441,N/A,12999000064,51.789,0.566,0.94346,0,0.51278996,0.030299999,0.28202,90.673,1.024,1.024,8474999808,16254000128,67.12,1.452,2.26,0.158,0.014407739,2.8,S&P 500,North America,86400,22.81,0.32,12.4,10.09,2025,2,2,357,AVG_PERF,Diversified Financials
408,Allstate,ALL,United States,Financial Services,185.66,50768252928,11.1100645,9.919074,2.5729942,0.0728,0.842,7.983,64106000384,242.55,0.113,0.23541,0.105459996,0.1551,0.03618,0.23586,37.839,0.393,0.219,5240999936,8085000192,73.362,0.516,2.39,0.2166,0.019821178,3.68,S&P 500,North America,86400,24.68,1.29,12.59,10.8,2025,2,2,180,AVG_PERF,Insurance
409,Siemens Energy,ENR.F,Germany,Industrials,57.62,50575776434,N/A,22.196749,4.9077554,-0.0047,1.283,38.104,35757998080,41.46,0.169,0.13519,0.03367,0.03758,0.00211,0.00029999999,38.475,0.905,0.551,8025999872,3820999936,11.166,1.852,N/A,0,0,0,Eurostoxx,Europe,86400,11.33,3.43,4.45,3.45,2025,2,2,109,LAG_PERF,Electrical Equipment
410,Monster Beverage,MNST,United States,Consumer Defensive,53,50269556736,33.70513,28.117647,8.847384,0.21662001,6.845,24.095,7410776064,7.254,0.013,0.5377,0.28408,0.25514,0.14588,0.23517,13.985,3.13,2.333,1625339008,808272000,5.943,0.735,N/A,0,0,0,S&P 500,North America,86400,32.89,15.51,12.72,4.66,2025,2,1,224,LEAD_PERF,Food Products
411,3i Group,III.L,United Kingdom,Financial Services,4103,50023813196,9.321839,0.07427964,178.80766,0.98251,9.442,9.819,4287000064,4.444,0.179,1,0.96163005,0.96331,0.119890004,0.20987,5.65,4.945,3.382,369000000,1236999936,22.678,1.04,2.98,0.1401,0.00015842066,0.65,Other,Other,86400,8.89,0.31,5.16,3.42,2025,2,0,357,LAG_PERF,Diversified Financials
412,BAE Systems,BA.L,United Kingdom,Industrials,1255.5,49842067896,20.33594,0.17064376,337.26355,0.07434,1.704,12.497,26311999488,8.733,0.145,0.08384,0.13633001,0.088470004,0.04433,0.18142,87.06,0.952,0.828,3377999872,10252999680,3.859,0.374,3.37,0.48209998,0.0002628435,0.33,Other,Other,86400,25.01,7.07,13.46,4.48,2025,2,3,61,AVG_PERF,Aerospace & Defense
413,W. W. Grainger,GWW,United States,Industrials,1007.9,49724850176,25.983332,23.879244,14.473207,0.1112,2.976,17.563,17168000000,351.084,0.059,0.39363998,0.16944,0.15781,0.19674999,0.55683,85.957,2.489,1.418,1036000000,3183000064,69.477,1.166,1.23,0.2069,0.007947217,8.01,S&P 500,North America,86400,14.98,3.53,6.54,4.91,2025,2,2,95,LAG_PERF,Traders & Distributors
414,Maaden,1211.SR,Saudi Arabia,Basic Materials,49.3,49638242737,47.12871,30.709677,3.5687509,0.12634,7.092,20.223,30611544064,8.297,0.292,0.31972998,0.35069,0.20802,0.036259998,0.08279,64.062,1.525,1.075,13728139264,38382292992,13.338,0.516,N/A,0,0,0,Other,Other,,,,,,,,,,,
415,Suncor Energy,SU,Canada,Energy,39.49,49615183872,11.904834,12.469936,1.1015291,0.11765,1.188,3.449,51134001152,40.118,-0.022,0.59016,0.34455,0.14644,0.0706,0.13705,32.999,1.329,0.86,3484000000,14689000448,35.773,N/A,4.46,0.4672,0.05621676,2.22,Other,Other,86400,36.81,23.92,8.48,4.41,2025,2,3,165,LEAD_PERF,Oil & Gas Producers
416,Marathon Petroleum,MPC,United States,Energy,153.74,49498238976,15.084241,14.921569,2.612651,0.024719998,0.571,8.78,139336007680,409.812,-0.091,0.09399,0.06508,0.02644,N/A,0.17743999,114.328,N/A,N/A,5143000064,29396000768,58.255,1.397,3.37,0.33580002,0.022570573,3.47,S&P 500,North America,86400,27.06,16.12,8.13,2.81,2025,2,3,85,AVG_PERF,Refiners & Pipelines
417,Cr�dit Agricole,ACA.PA,France,Financial Services,15.64,49387462340,7.4146924,7.74505,0.7011608,0.27982,-11.049,N/A,25326999552,8.4,0.177,0,0,0.38114,0.0036199999,0.09991,N/A,N/A,N/A,833917026304,498179014656,22.313,1.464,5.35,0.4979,0.07033248,1.1,Eurostoxx,Europe,86400,20.05,1.05,10.44,8.57,2025,2,2,454,AVG_PERF,Banks
418,Agnico Eagle Mines,AEM,Canada,Basic Materials,96.1,49344253952,25.526455,21.160088,2.3238282,0.22878,5.867,10.836,8285752832,16.575,0.266,0.62729,0.54145,0.36200002,0.064050004,0.09418,6.155,1.855,0.743,933737024,1282182016,41.522,1.092,2.4,0.42330003,0.016649324,1.6,Other,Other,86400,22,10.51,8.01,3.48,2025,2,2,88,AVG_PERF,Precious Metals
419,Nongfu Spring,9633.HK,China,Consumer Defensive,33.7,49236312405,28.991594,44.23077,14.693356,0.28266,8.201,21.342,44377878528,3.946,0.084,0.58879,0.38424,0.32236,0.17177999,0.51558,14.947,0.829,0.681,19028084736,3946159104,2.348,0.507,N/A,0.6714,0.022255192,0.75,Asian Index,Asia,86400,25.24,11.1,7.48,6.66,2025,2,0,224,AVG_PERF,Food Products
420,Cheniere Energy,LNG,United States,Energy,221.16,49093304320,15.548592,19.521662,8.67817,0.21043,5,10.575,15454000128,67.662,-0.027,0.49023,0.47282,0.38201,0.087519996,0.47085997,259.612,1.081,0.766,2670000128,26116999168,25.442,0.985,N/A,0.1271,0.008455417,1.87,S&P 500,North America,86400,24.17,9.16,9.74,5.27,2025,2,2,85,AVG_PERF,Refiners & Pipelines
421,Realty Income,O,United States,Real Estate,57.09,48722997248,54.41591,35.93503,1.3002753,0.1754,15.24,17.124,5014703104,6.077,0.286,0.92756,0.89001,0.44883,0.02242,0.02513,68.941,2.288,1.769,410856000,26659371008,43.942,1.01,4.82,2.9624,0.054492906,3.111,S&P 500,North America,86400,15.53,4.64,5.19,5.7,2025,2,0,512,LAG_PERF,Real Estate
422,Waste Connections,WCN,United States,Industrials,187.38,48473526272,78.87104,34.924446,6.2135797,0.06924,6.356,23.724,8919590912,34.577,0.11,0.41794,0.26792,-0.02991,0.04061,0.07926,106.967,0.653,0.556,72911000,8408004096,30.464,0.771,0.69,0.48950002,0.006243996,1.17,Other,Other,86400,21.96,10.7,8.43,2.84,2025,2,2,212,AVG_PERF,Commercial Services
423,Lloyds Banking Group,LYG,United Kingdom,Financial Services,3.37,48451772416,10.854838,9.347222,5.137405,0.25256002,9.614,N/A,17504999424,1.12,-0.197,0,0,0.25209,0.00501,0.096020006,N/A,N/A,N/A,181557002240,146250006528,0.655,1.243,4.67,0.4711,0.00949555,0.032,Other,Other,,,,,,,,,,,
424,Mitsubishi Heavy Industries,7011.T,Japan,Industrials,2162.5,48422043556,27.626049,22.70422,3.0234315,0,1.649,16.334,4944238215168,1471.026,N/A,0,0,0.06827,0.03217,0.12146,60.801,1.201,0.721,542003003392,1500070936576,695.898,N/A,2.71,0.30200002,0.010635838,23,Asian Index,Asia,86400,26.69,8.64,12.12,5.93,2025,2,2,268,AVG_PERF,Machinery
425,DSV,DSV.VI,Denmark,Industrials,193.75,48226197222,30.785713,N/A,0.39907736,0.060489997,0.27,2.639,167106002944,778.218,0.191,0.25717,0.10228,0.090150006,0.05229,0.11092,72.327,3.226,3.098,83575996416,82816999424,485.996,0.877,0.43,0.1489,0.03612903,7,Other,Other,86400,12.91,4,6.02,2.89,2025,2,1,172,LAG_PERF,Transportation
426,UOB,U11.SI,Singapore,Financial Services,38.38,48095297808,10.833333,10.336926,1.3643317,0.45220003,2.175,N/A,13368000512,7.873,-0.007,0,0,0.44527,0.011419999,0.12567,N/A,N/A,N/A,91932999680,53880999936,28.109,0.69,4.56,0.4887,0.046899423,1.8,Asian Index,Asia,86400,19.13,0.34,11.7,7.09,2025,2,2,454,LAG_PERF,Banks
427,Walmex,WMMVF,Mexico,Consumer Defensive,2.77,47949385728,18.666666,15.555554,0.20978497,0.056160003,0.096,0.921,958507515904,54.935,0.086,0.24149,0.104329996,0.078200005,0.10393,0.24922001,34.237,0.999,0.354,36513583104,79729901568,13.347,0.154,1.78,0.7023,0,0,Other,Other,86400,20.04,4.83,8.4,6.8,2025,2,2,73,AVG_PERF,Food Retailers
428,Occidental Petroleum,OXY,United States,Energy,50.42,47854166016,22.11947,15.81962,1.8132685,0.116000004,3.027,6.24,26724999168,29.31,-0.057,0.63315,0.48509,0.12189,0.04123,0.08934,78.608,0.953,0.673,2132000000,27104000000,27.569,1.579,3.66,0.38939998,0.017453393,0.88,S&P 500,North America,86400,37.83,22.33,9.06,6.44,2025,2,2,165,LEAD_PERF,Oil & Gas Producers
429,TC Energy,TRP,Canada,Energy,44.99,47784194048,15.774648,16.905659,1.8551493,0.34115002,8.506,13.624,13770999808,13.267,N/A,0.67359,0.62436,0.40480998,0.029849999,0.12884,156.455,0.545,0.403,1130000000,60016001024,24.149,0.807,6.04,0.9142,0.082307175,3.703,Other,Other,86400,21.15,10.85,8.35,1.95,2025,2,3,85,AVG_PERF,Refiners & Pipelines
430,CaixaBank,CABK.MC,Spain,Financial Services,6.496,47729180296,8.452631,15.668292,1.2415926,0.39152,2.973,N/A,14780999680,2.035,0.212,0,0,0.57094,0.00936,0.1583,N/A,N/A,N/A,62520999936,60194000896,5.174,0.77,4.62,0.7114,0.06696429,0.435,Eurostoxx,Europe,86400,14.71,0.3,5.82,8.59,2025,2,3,454,LAG_PERF,Banks
431,Alimentation Couche-Tard,ATD.TO,Canada,Consumer Cyclical,70.26,47707626053,18.530027,14.972575,4.816424,0.03534,1.081,15.468,72897503232,76.201,0.06,0.17212,0.06989,0.05955,0.068909995,0.19027,101.217,0.989,0.663,2194800128,14268300288,14.735,0.885,0.74,0.1917,0.0074580126,0.524,Other,Other,86400,21.82,10.84,7.34,3.64,2025,2,2,85,AVG_PERF,Refiners & Pipelines
432,Deutsche B�rse,DB1.DE,Germany,Financial Services,246.4,47619438248,24.436691,22.527575,4.4749146,0.27749002,N/A,N/A,7021899776,38.204,0.078,0.82639,0.43085,0.38746,N/A,0.1984,80.589,N/A,N/A,N/A,8484199936,54.772,0.615,1.98,0.3789,0.016233766,4,Eurostoxx,Europe,86400,11.18,1.18,5.96,4.05,2025,2,2,357,LAG_PERF,Diversified Financials
